x,y,z
-1,-1,-3.64378
-1,-0.98,-3.64122
-1,-0.96,-3.63844
-1,-0.94,-3.6354
-1,-0.92,-3.6321
-1,-0.9,-3.62849
-1,-0.88,-3.62455
-1,-0.86,-3.62025
-1,-0.84,-3.61555
-1,-0.82,-3.61041
-1,-0.8,-3.60479
-1,-0.78,-3.59862
-1,-0.76,-3.59186
-1,-0.74,-3.58444
-1,-0.72,-3.5763
-1,-0.7,-3.56735
-1,-0.68,-3.55752
-1,-0.66,-3.54671
-1,-0.64,-3.53482
-1,-0.62,-3.52174
-1,-0.6,-3.50736
-1,-0.58,-3.49153
-1,-0.56,-3.47414
-1,-0.54,-3.45505
-1,-0.52,-3.43409
-1,-0.5,-3.41113
-1,-0.48,-3.38602
-1,-0.46,-3.35862
-1,-0.44,-3.32881
-1,-0.42,-3.29646
-1,-0.4,-3.26151
-1,-0.38,-3.22389
-1,-0.36,-3.18361
-1,-0.34,-3.1407
-1,-0.32,-3.09528
-1,-0.3,-3.0475
-1,-0.28,-2.99761
-1,-0.26,-2.94589
-1,-0.24,-2.8927
-1,-0.22,-2.83846
-1,-0.2,-2.78361
-1,-0.18,-2.72861
-1,-0.16,-2.67395
-1,-0.14,-2.62009
-1,-0.12,-2.56745
-1,-0.1,-2.51643
-1,-0.08,-2.46735
-1,-0.06,-2.42048
-1,-0.04,-2.37604
-1,-0.02,-2.33416
-1,6.17562e-16,-2.29492
-1,0.02,-2.25834
-1,0.04,-2.2244
-1,0.06,-2.19304
-1,0.08,-2.16416
-1,0.1,-2.13765
-1,0.12,-2.11339
-1,0.14,-2.09122
-1,0.16,-2.071
-1,0.18,-2.0526
-1,0.2,-2.03586
-1,0.22,-2.02066
-1,0.24,-2.00685
-1,0.26,-1.99433
-1,0.28,-1.98298
-1,0.3,-1.9727
-1,0.32,-1.96338
-1,0.34,-1.95494
-1,0.36,-1.9473
-1,0.38,-1.9404
-1,0.4,-1.93416
-1,0.42,-1.92852
-1,0.44,-1.92344
-1,0.46,-1.91886
-1,0.48,-1.91475
-1,0.5,-1.91106
-1,0.52,-1.90777
-1,0.54,-1.90484
-1,0.56,-1.90224
-1,0.58,-1.89995
-1,0.6,-1.89795
-1,0.62,-1.89622
-1,0.64,-1.89475
-1,0.66,-1.89351
-1,0.68,-1.8925
-1,0.7,-1.8917
-1,0.72,-1.89111
-1,0.74,-1.89072
-1,0.76,-1.89051
-1,0.78,-1.89049
-1,0.8,-1.89065
-1,0.82,-1.89098
-1,0.84,-1.89148
-1,0.86,-1.89216
-1,0.88,-1.89301
-1,0.9,-1.89402
-1,0.92,-1.89521
-1,0.94,-1.89657
-1,0.96,-1.8981
-1,0.98,-1.89981
-0.98,-1,-3.64168
-0.98,-0.98,-3.63893
-0.98,-0.96,-3.63593
-0.98,-0.94,-3.63267
-0.98,-0.92,-3.6291
-0.98,-0.9,-3.62521
-0.98,-0.88,-3.62096
-0.98,-0.86,-3.61632
-0.98,-0.84,-3.61123
-0.98,-0.82,-3.60567
-0.98,-0.8,-3.59957
-0.98,-0.78,-3.59288
-0.98,-0.76,-3.58554
-0.98,-0.74,-3.57748
-0.98,-0.72,-3.56862
-0.98,-0.7,-3.55889
-0.98,-0.68,-3.54818
-0.98,-0.66,-3.5364
-0.98,-0.64,-3.52343
-0.98,-0.62,-3.50917
-0.98,-0.6,-3.49347
-0.98,-0.58,-3.47621
-0.98,-0.56,-3.45725
-0.98,-0.54,-3.43643
-0.98,-0.52,-3.4136
-0.98,-0.5,-3.38863
-0.98,-0.48,-3.36136
-0.98,-0.46,-3.33167
-0.98,-0.44,-3.29944
-0.98,-0.42,-3.26458
-0.98,-0.4,-3.22704
-0.98,-0.38,-3.18682
-0.98,-0.36,-3.14394
-0.98,-0.34,-3.09852
-0.98,-0.32,-3.05072
-0.98,-0.3,-3.00076
-0.98,-0.28,-2.94895
-0.98,-0.26,-2.89565
-0.98,-0.24,-2.84126
-0.98,-0.22,-2.78625
-0.98,-0.2,-2.73108
-0.98,-0.18,-2.67623
-0.98,-0.16,-2.62217
-0.98,-0.14,-2.56935
-0.98,-0.12,-2.51815
-0.98,-0.1,-2.4689
-0.98,-0.08,-2.42189
-0.98,-0.06,-2.37732
-0.98,-0.04,-2.33532
-0.98,-0.02,-2.29599
-0.98,6.17562e-16,-2.25933
-0.98,0.02,-2.22533
-0.98,0.04,-2.19392
-0.98,0.06,-2.16501
-0.98,0.08,-2.13848
-0.98,0.1,-2.1142
-0.98,0.12,-2.09202
-0.98,0.14,-2.0718
-0.98,0.16,-2.05339
-0.98,0.18,-2.03665
-0.98,0.2,-2.02145
-0.98,0.22,-2.00764
-0.98,0.24,-1.99512
-0.98,0.26,-1.98377
-0.98,0.28,-1.97348
-0.98,0.3,-1.96416
-0.98,0.32,-1.95572
-0.98,0.34,-1.94808
-0.98,0.36,-1.94116
-0.98,0.38,-1.93492
-0.98,0.4,-1.92927
-0.98,0.42,-1.92418
-0.98,0.44,-1.9196
-0.98,0.46,-1.91548
-0.98,0.48,-1.91178
-0.98,0.5,-1.90848
-0.98,0.52,-1.90554
-0.98,0.54,-1.90293
-0.98,0.56,-1.90064
-0.98,0.58,-1.89863
-0.98,0.6,-1.89689
-0.98,0.62,-1.89541
-0.98,0.64,-1.89417
-0.98,0.66,-1.89316
-0.98,0.68,-1.89236
-0.98,0.7,-1.89176
-0.98,0.72,-1.89137
-0.98,0.74,-1.89116
-0.98,0.76,-1.89114
-0.98,0.78,-1.8913
-0.98,0.8,-1.89163
-0.98,0.82,-1.89214
-0.98,0.84,-1.89283
-0.98,0.86,-1.89368
-0.98,0.88,-1.8947
-0.98,0.9,-1.8959
-0.98,0.92,-1.89727
-0.98,0.94,-1.89882
-0.98,0.96,-1.90054
-0.98,0.98,-1.90245
-0.96,-1,-3.63945
-0.96,-0.98,-3.63649
-0.96,-0.96,-3.63326
-0.96,-0.94,-3.62974
-0.96,-0.92,-3.6259
-0.96,-0.9,-3.6217
-0.96,-0.88,-3.61712
-0.96,-0.86,-3.6121
-0.96,-0.84,-3.6066
-0.96,-0.82,-3.60057
-0.96,-0.8,-3.59396
-0.96,-0.78,-3.58671
-0.96,-0.76,-3.57874
-0.96,-0.74,-3.56998
-0.96,-0.72,-3.56035
-0.96,-0.7,-3.54975
-0.96,-0.68,-3.53809
-0.96,-0.66,-3.52525
-0.96,-0.64,-3.51112
-0.96,-0.62,-3.49557
-0.96,-0.6,-3.47846
-0.96,-0.58,-3.45965
-0.96,-0.56,-3.43898
-0.96,-0.54,-3.41632
-0.96,-0.52,-3.3915
-0.96,-0.5,-3.36439
-0.96,-0.48,-3.33484
-0.96,-0.46,-3.30275
-0.96,-0.44,-3.26801
-0.96,-0.42,-3.23057
-0.96,-0.4,-3.19042
-0.96,-0.38,-3.14759
-0.96,-0.36,-3.10218
-0.96,-0.34,-3.05435
-0.96,-0.32,-3.00433
-0.96,-0.3,-2.95242
-0.96,-0.28,-2.89897
-0.96,-0.26,-2.84442
-0.96,-0.24,-2.7892
-0.96,-0.22,-2.73381
-0.96,-0.2,-2.67873
-0.96,-0.18,-2.62443
-0.96,-0.16,-2.57137
-0.96,-0.14,-2.51993
-0.96,-0.12,-2.47047
-0.96,-0.1,-2.42326
-0.96,-0.08,-2.37852
-0.96,-0.06,-2.33637
-0.96,-0.04,-2.2969
-0.96,-0.02,-2.26014
-0.96,6.17562e-16,-2.22606
-0.96,0.02,-2.19459
-0.96,0.04,-2.16563
-0.96,0.06,-2.13907
-0.96,0.08,-2.11476
-0.96,0.1,-2.09257
-0.96,0.12,-2.07235
-0.96,0.14,-2.05394
-0.96,0.16,-2.03721
-0.96,0.18,-2.02201
-0.96,0.2,-2.00822
-0.96,0.22,-1.99571
-0.96,0.24,-1.98437
-0.96,0.26,-1.97409
-0.96,0.28,-1.96477
-0.96,0.3,-1.95634
-0.96,0.32,-1.94871
-0.96,0.34,-1.9418
-0.96,0.36,-1.93555
-0.96,0.38,-1.92991
-0.96,0.4,-1.92483
-0.96,0.42,-1.92024
-0.96,0.44,-1.91612
-0.96,0.46,-1.91242
-0.96,0.48,-1.90912
-0.96,0.5,-1.90618
-0.96,0.52,-1.90357
-0.96,0.54,-1.90127
-0.96,0.56,-1.89926
-0.96,0.58,-1.89752
-0.96,0.6,-1.89604
-0.96,0.62,-1.8948
-0.96,0.64,-1.89378
-0.96,0.66,-1.89298
-0.96,0.68,-1.89239
-0.96,0.7,-1.89199
-0.96,0.72,-1.89179
-0.96,0.74,-1.89177
-0.96,0.76,-1.89194
-0.96,0.78,-1.89228
-0.96,0.8,-1.89279
-0.96,0.82,-1.89348
-0.96,0.84,-1.89434
-0.96,0.86,-1.89538
-0.96,0.88,-1.89658
-0.96,0.9,-1.89797
-0.96,0.92,-1.89953
-0.96,0.94,-1.90127
-0.96,0.96,-1.9032
-0.96,0.98,-1.90532
-0.94,-1,-3.63706
-0.94,-0.98,-3.63388
-0.94,-0.96,-3.63041
-0.94,-0.94,-3.62662
-0.94,-0.92,-3.62248
-0.94,-0.9,-3.61795
-0.94,-0.88,-3.613
-0.94,-0.86,-3.60757
-0.94,-0.84,-3.60162
-0.94,-0.82,-3.5951
-0.94,-0.8,-3.58793
-0.94,-0.78,-3.58006
-0.94,-0.76,-3.57141
-0.94,-0.74,-3.56189
-0.94,-0.72,-3.55142
-0.94,-0.7,-3.53989
-0.94,-0.68,-3.52719
-0.94,-0.66,-3.51321
-0.94,-0.64,-3.49782
-0.94,-0.62,-3.48087
-0.94,-0.6,-3.46223
-0.94,-0.58,-3.44175
-0.94,-0.56,-3.41926
-0.94,-0.54,-3.39463
-0.94,-0.52,-3.36769
-0.94,-0.5,-3.33832
-0.94,-0.48,-3.30638
-0.94,-0.46,-3.27179
-0.94,-0.44,-3.23447
-0.94,-0.42,-3.19442
-0.94,-0.4,-3.15165
-0.94,-0.38,-3.10626
-0.94,-0.36,-3.05842
-0.94,-0.34,-3.00833
-0.94,-0.32,-2.95631
-0.94,-0.3,-2.90272
-0.94,-0.28,-2.84797
-0.94,-0.26,-2.79252
-0.94,-0.24,-2.73687
-0.94,-0.22,-2.68151
-0.94,-0.2,-2.62693
-0.94,-0.18,-2.57357
-0.94,-0.16,-2.52185
-0.94,-0.14,-2.47212
-0.94,-0.12,-2.42467
-0.94,-0.1,-2.37969
-0.94,-0.08,-2.33735
-0.94,-0.06,-2.29771
-0.94,-0.04,-2.26081
-0.94,-0.02,-2.22662
-0.94,6.17562e-16,-2.19506
-0.94,0.02,-2.16604
-0.94,0.04,-2.13943
-0.94,0.06,-2.1151
-0.94,0.08,-2.09289
-0.94,0.1,-2.07266
-0.94,0.12,-2.05426
-0.94,0.14,-2.03754
-0.94,0.16,-2.02236
-0.94,0.18,-2.00859
-0.94,0.2,-1.9961
-0.94,0.22,-1.98477
-0.94,0.24,-1.97451
-0.94,0.26,-1.96522
-0.94,0.28,-1.9568
-0.94,0.3,-1.94918
-0.94,0.32,-1.94229
-0.94,0.34,-1.93606
-0.94,0.36,-1.93043
-0.94,0.38,-1.92536
-0.94,0.4,-1.92078
-0.94,0.42,-1.91667
-0.94,0.44,-1.91298
-0.94,0.46,-1.90968
-0.94,0.48,-1.90674
-0.94,0.5,-1.90414
-0.94,0.52,-1.90184
-0.94,0.54,-1.89984
-0.94,0.56,-1.89811
-0.94,0.58,-1.89663
-0.94,0.6,-1.89539
-0.94,0.62,-1.89437
-0.94,0.64,-1.89358
-0.94,0.66,-1.89299
-0.94,0.68,-1.8926
-0.94,0.7,-1.8924
-0.94,0.72,-1.89239
-0.94,0.74,-1.89256
-0.94,0.76,-1.8929
-0.94,0.78,-1.89343
-0.94,0.8,-1.89412
-0.94,0.82,-1.895
-0.94,0.84,-1.89604
-0.94,0.86,-1.89726
-0.94,0.88,-1.89866
-0.94,0.9,-1.90024
-0.94,0.92,-1.902
-0.94,0.94,-1.90394
-0.94,0.96,-1.90608
-0.94,0.98,-1.90842
-0.92,-1,-3.63452
-0.92,-0.98,-3.63109
-0.92,-0.96,-3.62736
-0.92,-0.94,-3.62328
-0.92,-0.92,-3.61882
-0.92,-0.9,-3.61393
-0.92,-0.88,-3.60858
-0.92,-0.86,-3.60271
-0.92,-0.84,-3.59628
-0.92,-0.82,-3.58921
-0.92,-0.8,-3.58145
-0.92,-0.78,-3.57291
-0.92,-0.76,-3.56351
-0.92,-0.74,-3.55317
-0.92,-0.72,-3.54179
-0.92,-0.7,-3.52924
-0.92,-0.68,-3.51542
-0.92,-0.66,-3.5002
-0.92,-0.64,-3.48344
-0.92,-0.62,-3.46499
-0.92,-0.6,-3.4447
-0.92,-0.58,-3.42242
-0.92,-0.56,-3.39799
-0.92,-0.54,-3.37126
-0.92,-0.52,-3.34208
-0.92,-0.5,-3.31033
-0.92,-0.48,-3.27591
-0.92,-0.46,-3.23875
-0.92,-0.44,-3.19881
-0.92,-0.42,-3.15613
-0.92,-0.4,-3.11078
-0.92,-0.38,-3.06293
-0.92,-0.36,-3.01279
-0.92,-0.34,-2.96067
-0.92,-0.32,-2.90691
-0.92,-0.3,-2.85195
-0.92,-0.28,-2.79626
-0.92,-0.26,-2.74032
-0.92,-0.24,-2.68464
-0.92,-0.22,-2.62972
-0.92,-0.2,-2.57602
-0.92,-0.18,-2.52397
-0.92,-0.16,-2.47392
-0.92,-0.14,-2.42615
-0.92,-0.12,-2.3809
-0.92,-0.1,-2.33832
-0.92,-0.08,-2.29847
-0.92,-0.06,-2.26139
-0.92,-0.04,-2.22705
-0.92,-0.02,-2.19538
-0.92,6.17562e-16,-2.16627
-0.92,0.02,-2.1396
-0.92,0.04,-2.11522
-0.92,0.06,-2.093
-0.92,0.08,-2.07276
-0.92,0.1,-2.05436
-0.92,0.12,-2.03765
-0.92,0.14,-2.02249
-0.92,0.16,-2.00874
-0.92,0.18,-1.99628
-0.92,0.2,-1.98498
-0.92,0.22,-1.97475
-0.92,0.24,-1.96549
-0.92,0.26,-1.9571
-0.92,0.28,-1.94951
-0.92,0.3,-1.94264
-0.92,0.32,-1.93643
-0.92,0.34,-1.93083
-0.92,0.36,-1.92577
-0.92,0.38,-1.92121
-0.92,0.4,-1.91712
-0.92,0.42,-1.91344
-0.92,0.44,-1.91016
-0.92,0.46,-1.90723
-0.92,0.48,-1.90464
-0.92,0.5,-1.90235
-0.92,0.52,-1.90036
-0.92,0.54,-1.89863
-0.92,0.56,-1.89716
-0.92,0.58,-1.89593
-0.92,0.6,-1.89492
-0.92,0.62,-1.89413
-0.92,0.64,-1.89355
-0.92,0.66,-1.89317
-0.92,0.68,-1.89298
-0.92,0.7,-1.89297
-0.92,0.72,-1.89315
-0.92,0.74,-1.89351
-0.92,0.76,-1.89404
-0.92,0.78,-1.89475
-0.92,0.8,-1.89564
-0.92,0.82,-1.8967
-0.92,0.84,-1.89793
-0.92,0.86,-1.89934
-0.92,0.88,-1.90094
-0.92,0.9,-1.90271
-0.92,0.92,-1.90468
-0.92,0.94,-1.90684
-0.92,0.96,-1.9092
-0.92,0.98,-1.91177
-0.9,-1,-3.6318
-0.9,-0.98,-3.62812
-0.9,-0.96,-3.6241
-0.9,-0.94,-3.6197
-0.9,-0.92,-3.61489
-0.9,-0.9,-3.60962
-0.9,-0.88,-3.60384
-0.9,-0.86,-3.5975
-0.9,-0.84,-3.59054
-0.9,-0.82,-3.58288
-0.9,-0.8,-3.57446
-0.9,-0.78,-3.5652
-0.9,-0.76,-3.555
-0.9,-0.74,-3.54377
-0.9,-0.72,-3.53139
-0.9,-0.7,-3.51774
-0.9,-0.68,-3.50271
-0.9,-0.66,-3.48614
-0.9,-0.64,-3.4679
-0.9,-0.62,-3.44783
-0.9,-0.6,-3.42577
-0.9,-0.58,-3.40157
-0.9,-0.56,-3.37507
-0.9,-0.54,-3.34612
-0.9,-0.52,-3.31458
-0.9,-0.5,-3.28036
-0.9,-0.48,-3.24337
-0.9,-0.46,-3.20359
-0.9,-0.44,-3.16102
-0.9,-0.42,-3.11574
-0.9,-0.4,-3.0679
-0.9,-0.38,-3.01772
-0.9,-0.36,-2.9655
-0.9,-0.34,-2.91158
-0.9,-0.32,-2.85641
-0.9,-0.3,-2.80044
-0.9,-0.28,-2.74418
-0.9,-0.26,-2.68816
-0.9,-0.24,-2.63286
-0.9,-0.22,-2.57878
-0.9,-0.2,-2.52634
-0.9,-0.18,-2.47591
-0.9,-0.16,-2.42779
-0.9,-0.14,-2.38221
-0.9,-0.12,-2.33933
-0.9,-0.1,-2.29923
-0.9,-0.08,-2.26193
-0.9,-0.06,-2.2274
-0.9,-0.04,-2.19558
-0.9,-0.02,-2.16636
-0.9,6.17562e-16,-2.1396
-0.9,0.02,-2.11517
-0.9,0.04,-2.09291
-0.9,0.06,-2.07265
-0.9,0.08,-2.05425
-0.9,0.1,-2.03756
-0.9,0.12,-2.02241
-0.9,0.14,-2.00869
-0.9,0.16,-1.99626
-0.9,0.18,-1.985
-0.9,0.2,-1.9748
-0.9,0.22,-1.96557
-0.9,0.24,-1.95722
-0.9,0.26,-1.94967
-0.9,0.28,-1.94284
-0.9,0.3,-1.93666
-0.9,0.32,-1.93109
-0.9,0.34,-1.92606
-0.9,0.36,-1.92153
-0.9,0.38,-1.91745
-0.9,0.4,-1.9138
-0.9,0.42,-1.91054
-0.9,0.44,-1.90763
-0.9,0.46,-1.90506
-0.9,0.48,-1.90279
-0.9,0.5,-1.90081
-0.9,0.52,-1.8991
-0.9,0.54,-1.89764
-0.9,0.56,-1.89642
-0.9,0.58,-1.89542
-0.9,0.6,-1.89465
-0.9,0.62,-1.89408
-0.9,0.64,-1.89371
-0.9,0.66,-1.89353
-0.9,0.68,-1.89353
-0.9,0.7,-1.89372
-0.9,0.72,-1.89409
-0.9,0.74,-1.89464
-0.9,0.76,-1.89536
-0.9,0.78,-1.89626
-0.9,0.8,-1.89734
-0.9,0.82,-1.89859
-0.9,0.84,-1.90002
-0.9,0.86,-1.90163
-0.9,0.88,-1.90343
-0.9,0.9,-1.90542
-0.9,0.92,-1.9076
-0.9,0.94,-1.90999
-0.9,0.96,-1.91258
-0.9,0.98,-1.91539
-0.88,-1,-3.6289
-0.88,-0.98,-3.62494
-0.88,-0.96,-3.62061
-0.88,-0.94,-3.61588
-0.88,-0.92,-3.61069
-0.88,-0.9,-3.605
-0.88,-0.88,-3.59876
-0.88,-0.86,-3.5919
-0.88,-0.84,-3.58436
-0.88,-0.82,-3.57607
-0.88,-0.8,-3.56694
-0.88,-0.78,-3.55689
-0.88,-0.76,-3.54582
-0.88,-0.74,-3.53361
-0.88,-0.72,-3.52016
-0.88,-0.7,-3.50532
-0.88,-0.68,-3.48897
-0.88,-0.66,-3.47095
-0.88,-0.64,-3.45112
-0.88,-0.62,-3.4293
-0.88,-0.6,-3.40535
-0.88,-0.58,-3.3791
-0.88,-0.56,-3.3504
-0.88,-0.54,-3.31912
-0.88,-0.52,-3.28512
-0.88,-0.5,-3.24835
-0.88,-0.48,-3.20874
-0.88,-0.46,-3.16631
-0.88,-0.44,-3.12113
-0.88,-0.42,-3.07333
-0.88,-0.4,-3.02313
-0.88,-0.38,-2.97082
-0.88,-0.36,-2.91675
-0.88,-0.34,-2.86136
-0.88,-0.32,-2.80511
-0.88,-0.3,-2.74852
-0.88,-0.28,-2.69211
-0.88,-0.26,-2.6364
-0.88,-0.24,-2.58189
-0.88,-0.22,-2.52902
-0.88,-0.2,-2.47816
-0.88,-0.18,-2.42963
-0.88,-0.16,-2.38367
-0.88,-0.14,-2.34044
-0.88,-0.12,-2.30003
-0.88,-0.1,-2.26247
-0.88,-0.08,-2.22772
-0.88,-0.06,-2.19571
-0.88,-0.04,-2.16634
-0.88,-0.02,-2.13948
-0.88,6.17562e-16,-2.11497
-0.88,0.02,-2.09265
-0.88,0.04,-2.07237
-0.88,0.06,-2.05396
-0.88,0.08,-2.03726
-0.88,0.1,-2.02214
-0.88,0.12,-2.00844
-0.88,0.14,-1.99604
-0.88,0.16,-1.98482
-0.88,0.18,-1.97467
-0.88,0.2,-1.96548
-0.88,0.22,-1.95717
-0.88,0.24,-1.94966
-0.88,0.26,-1.94287
-0.88,0.28,-1.93674
-0.88,0.3,-1.9312
-0.88,0.32,-1.92621
-0.88,0.34,-1.92172
-0.88,0.36,-1.91768
-0.88,0.38,-1.91406
-0.88,0.4,-1.91082
-0.88,0.42,-1.90794
-0.88,0.44,-1.90539
-0.88,0.46,-1.90314
-0.88,0.48,-1.90119
-0.88,0.5,-1.89949
-0.88,0.52,-1.89805
-0.88,0.54,-1.89685
-0.88,0.56,-1.89588
-0.88,0.58,-1.89511
-0.88,0.6,-1.89456
-0.88,0.62,-1.8942
-0.88,0.64,-1.89404
-0.88,0.66,-1.89406
-0.88,0.68,-1.89427
-0.88,0.7,-1.89465
-0.88,0.72,-1.89521
-0.88,0.74,-1.89595
-0.88,0.76,-1.89687
-0.88,0.78,-1.89796
-0.88,0.8,-1.89923
-0.88,0.82,-1.90068
-0.88,0.84,-1.90231
-0.88,0.86,-1.90413
-0.88,0.88,-1.90614
-0.88,0.9,-1.90835
-0.88,0.92,-1.91076
-0.88,0.94,-1.91339
-0.88,0.96,-1.91623
-0.88,0.98,-1.9193
-0.86,-1,-3.6258
-0.86,-0.98,-3.62154
-0.86,-0.96,-3.61688
-0.86,-0.94,-3.61178
-0.86,-0.92,-3.60618
-0.86,-0.9,-3.60004
-0.86,-0.88,-3.59329
-0.86,-0.86,-3.58588
-0.86,-0.84,-3.57772
-0.86,-0.82,-3.56874
-0.86,-0.8,-3.55884
-0.86,-0.78,-3.54794
-0.86,-0.76,-3.53591
-0.86,-0.74,-3.52265
-0.86,-0.72,-3.50803
-0.86,-0.7,-3.4919
-0.86,-0.68,-3.47413
-0.86,-0.66,-3.45454
-0.86,-0.64,-3.433
-0.86,-0.62,-3.40932
-0.86,-0.6,-3.38335
-0.86,-0.58,-3.35492
-0.86,-0.56,-3.32391
-0.86,-0.54,-3.29018
-0.86,-0.52,-3.25364
-0.86,-0.5,-3.21425
-0.86,-0.48,-3.17199
-0.86,-0.46,-3.12694
-0.86,-0.44,-3.07921
-0.86,-0.42,-3.02902
-0.86,-0.4,-2.97664
-0.86,-0.38,-2.92243
-0.86,-0.36,-2.86682
-0.86,-0.34,-2.81029
-0.86,-0.32,-2.75335
-0.86,-0.3,-2.69654
-0.86,-0.28,-2.64039
-0.86,-0.26,-2.58541
-0.86,-0.24,-2.53206
-0.86,-0.22,-2.48072
-0.86,-0.2,-2.43174
-0.86,-0.18,-2.38534
-0.86,-0.16,-2.34171
-0.86,-0.14,-2.30094
-0.86,-0.12,-2.26307
-0.86,-0.1,-2.22805
-0.86,-0.08,-2.19582
-0.86,-0.06,-2.16627
-0.86,-0.04,-2.13926
-0.86,-0.02,-2.11465
-0.86,6.17562e-16,-2.09225
-0.86,0.02,-2.07192
-0.86,0.04,-2.05349
-0.86,0.06,-2.03679
-0.86,0.08,-2.02168
-0.86,0.1,-2.008
-0.86,0.12,-1.99564
-0.86,0.14,-1.98446
-0.86,0.16,-1.97435
-0.86,0.18,-1.96521
-0.86,0.2,-1.95695
-0.86,0.22,-1.94949
-0.86,0.24,-1.94275
-0.86,0.26,-1.93666
-0.86,0.28,-1.93118
-0.86,0.3,-1.92623
-0.86,0.32,-1.92178
-0.86,0.34,-1.91778
-0.86,0.36,-1.9142
-0.86,0.38,-1.911
-0.86,0.4,-1.90815
-0.86,0.42,-1.90563
-0.86,0.44,-1.90341
-0.86,0.46,-1.90148
-0.86,0.48,-1.89982
-0.86,0.5,-1.8984
-0.86,0.52,-1.89722
-0.86,0.54,-1.89627
-0.86,0.56,-1.89553
-0.86,0.58,-1.89499
-0.86,0.6,-1.89466
-0.86,0.62,-1.89451
-0.86,0.64,-1.89455
-0.86,0.66,-1.89478
-0.86,0.68,-1.89518
-0.86,0.7,-1.89576
-0.86,0.72,-1.89652
-0.86,0.74,-1.89745
-0.86,0.76,-1.89856
-0.86,0.78,-1.89985
-0.86,0.8,-1.90132
-0.86,0.82,-1.90298
-0.86,0.84,-1.90482
-0.86,0.86,-1.90686
-0.86,0.88,-1.90909
-0.86,0.9,-1.91153
-0.86,0.92,-1.91419
-0.86,0.94,-1.91706
-0.86,0.96,-1.92016
-0.86,0.98,-1.9235
-0.84,-1,-3.62248
-0.84,-0.98,-3.6179
-0.84,-0.96,-3.61289
-0.84,-0.94,-3.60739
-0.84,-0.92,-3.60135
-0.84,-0.9,-3.59472
-0.84,-0.88,-3.58742
-0.84,-0.86,-3.5794
-0.84,-0.84,-3.57057
-0.84,-0.82,-3.56084
-0.84,-0.8,-3.55011
-0.84,-0.78,-3.53827
-0.84,-0.76,-3.52522
-0.84,-0.74,-3.51082
-0.84,-0.72,-3.49493
-0.84,-0.7,-3.47741
-0.84,-0.68,-3.4581
-0.84,-0.66,-3.43683
-0.84,-0.64,-3.41345
-0.84,-0.62,-3.38778
-0.84,-0.6,-3.35966
-0.84,-0.58,-3.32895
-0.84,-0.56,-3.29551
-0.84,-0.54,-3.25925
-0.84,-0.52,-3.2201
-0.84,-0.5,-3.17805
-0.84,-0.48,-3.13316
-0.84,-0.46,-3.08553
-0.84,-0.44,-3.03537
-0.84,-0.42,-2.98295
-0.84,-0.4,-2.92862
-0.84,-0.38,-2.87281
-0.84,-0.36,-2.816
-0.84,-0.34,-2.7587
-0.84,-0.32,-2.70148
-0.84,-0.3,-2.64487
-0.84,-0.28,-2.58939
-0.84,-0.26,-2.53551
-0.84,-0.24,-2.48366
-0.84,-0.22,-2.43416
-0.84,-0.2,-2.38728
-0.84,-0.18,-2.3432
-0.84,-0.16,-2.30202
-0.84,-0.14,-2.26377
-0.84,-0.12,-2.22844
-0.84,-0.1,-2.19595
-0.84,-0.08,-2.16618
-0.84,-0.06,-2.13899
-0.84,-0.04,-2.11424
-0.84,-0.02,-2.09175
-0.84,6.17562e-16,-2.07135
-0.84,0.02,-2.05288
-0.84,0.04,-2.03616
-0.84,0.06,-2.02105
-0.84,0.08,-2.00739
-0.84,0.1,-1.99506
-0.84,0.12,-1.98391
-0.84,0.14,-1.97385
-0.84,0.16,-1.96476
-0.84,0.18,-1.95656
-0.84,0.2,-1.94915
-0.84,0.22,-1.94246
-0.84,0.24,-1.93643
-0.84,0.26,-1.931
-0.84,0.28,-1.9261
-0.84,0.3,-1.9217
-0.84,0.32,-1.91775
-0.84,0.34,-1.91422
-0.84,0.36,-1.91106
-0.84,0.38,-1.90825
-0.84,0.4,-1.90577
-0.84,0.42,-1.90359
-0.84,0.44,-1.9017
-0.84,0.46,-1.90006
-0.84,0.48,-1.89868
-0.84,0.5,-1.89753
-0.84,0.52,-1.8966
-0.84,0.54,-1.89588
-0.84,0.56,-1.89537
-0.84,0.58,-1.89506
-0.84,0.6,-1.89494
-0.84,0.62,-1.895
-0.84,0.64,-1.89525
-0.84,0.66,-1.89567
-0.84,0.68,-1.89627
-0.84,0.7,-1.89705
-0.84,0.72,-1.89801
-0.84,0.74,-1.89914
-0.84,0.76,-1.90046
-0.84,0.78,-1.90195
-0.84,0.8,-1.90363
-0.84,0.82,-1.9055
-0.84,0.84,-1.90756
-0.84,0.86,-1.90983
-0.84,0.88,-1.9123
-0.84,0.9,-1.91498
-0.84,0.92,-1.91788
-0.84,0.94,-1.92102
-0.84,0.96,-1.9244
-0.84,0.98,-1.92803
-0.82,-1,-3.61893
-0.82,-0.98,-3.61401
-0.82,-0.96,-3.6086
-0.82,-0.94,-3.60267
-0.82,-0.92,-3.59616
-0.82,-0.9,-3.58899
-0.82,-0.88,-3.58111
-0.82,-0.86,-3.57243
-0.82,-0.84,-3.56287
-0.82,-0.82,-3.55232
-0.82,-0.8,-3.54069
-0.82,-0.78,-3.52785
-0.82,-0.76,-3.51368
-0.82,-0.74,-3.49804
-0.82,-0.72,-3.48078
